Title,Authors,Publish_Date,Abstract,Article_Link,correspondence_author,keywords,correspondance_author_email
Crawling-induced floor dust resuspension affects the microbiota of the infant breathing zone,"Heidi K. Hyytiäinen, Balamuralikrishna Jayaprakash, Pirkka V. Kirjavainen, Sampo E. Saari, Rauno Holopainen, Jorma Keskinen, Kaarle Hämeri, Anne Hyvärinen, Brandon E. Boor and Martin Täubel",2/2/2018,"Floor dust is commonly used for microbial determinations in epidemiological studies to estimate early-life indoor microbial exposures. Resuspension of floor dust and its impact on infant microbial exposure is,...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0405-8,Martin Täubel,"Infant exposure, Indoor microbial exposure, Particle resuspension, qPCR, 16S rRNA gene sequencing",martin.taubel@thl.fi
A human gut phage catalog correlates the gut phageome with type 2 diabetes,"Yingfei Ma, Xiaoyan You, Guoqin Mai, Taku Tokuyasu and Chenli Liu",2/1/2018,"Substantial efforts have been made to link the gut bacterial community to many complex human diseases. Nevertheless, the gut phages are often neglected.",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0410-y,"Yingfei Ma,Chenli Liu","Phageome, Metagenomics, T2D, Alterations, Correlation","yingfei.ma@siat.ac.cn, cl.liu@siat.ac.cn"
DeepARG: a deep learning approach for predicting antibiotic resistance genes from metagenomic data,"Gustavo Arango-Argoty, Emily Garner, Amy Pruden, Lenwood S. Heath, Peter Vikesland and Liqing Zhang",2/1/2018,"Growing concerns about increasing rates of antibiotic resistance call for expanded and comprehensive global monitoring. Advancing methods for monitoring of environmental media (e.g., wastewater, agricultural w...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0401-z,Liqing Zhang,"Metagenomics, Antibiotic resistance, Deep learning, Machine learning",lqzhang@cs.vt.edu
Filter forensics: microbiota recovery from residential HVAC filters,"Juan P. Maestre, Wiley Jennings, Dennis Wylie, Sharon D. Horner, Jeffrey Siegel and Kerry A. Kinney",1/30/2018,Establishing reliable methods for assessing the microbiome within the built environment is critical for understanding the impact of biological exposures on human health. High-throughput DNA sequencing of dust ...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0407-6,Juan P. Maestre,"Built environment, Indoor microbiology, Filter forensics, Bacteria, Fungi, HVAC",Juanpedro.maestre@utexas.edu
Integrated multi-omic analysis of host-microbiota interactions in acute oak decline,"Martin Broberg, James Doonan, Filip Mundt, Sandra Denman and James E. McDonald",1/30/2018,"Britain’s native oak species are currently under threat from acute oak decline (AOD), a decline-disease where stem bleeds overlying necrotic lesions in the inner bark and larval galleries of the bark-boring be...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0408-5,James E. McDonald,"Holobiont, Multi-omics, Meta-omics, Microbiome, Microbiota, Plant-microbiome interactions",j.mcdonald@bangor.ac.uk
Commensal microbiota modulate gene expression in the skin,"Jacquelyn S. Meisel, Georgia Sfyroera, Casey Bartow-McKenney, Ciara Gimblet, Julia Bugayev, Joseph Horwinski, Brian Kim, Jonathan R. Brestoff, Amanda S. Tyldsley, Qi Zheng, Brendan P. Hodkinson, David Artis and Elizabeth A. Grice",1/30/2018,"The skin harbors complex communities of resident microorganisms, yet little is known of their physiological roles and the molecular mechanisms that mediate cutaneous host-microbe interactions. Here, we profile...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0404-9,Elizabeth A. Grice,"RNA sequencing, Cutaneous transcriptome, Germ-free mice, Host-microbe interactions, Skin microbiome",egrice@pennmedicine.upenn.edu
Metagenomic investigation of vestimentiferan tubeworm endosymbionts from Mid-Cayman Rise reveals new insights into metabolism and diversity,"Julie Reveillaud, Rika Anderson, Sintra Reves-Sohn, Colleen Cavanaugh and Julie A. Huber",1/27/2018,The microbial endosymbionts of two species of vestimentiferan tubeworms (Escarpia sp. and Lamellibrachia sp.2) collected from an area of low-temperature hydrothermal diffuse vent flow at the Mid-Cayman Rise (MCR)...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0411-x,Julie Reveillaud,"Vestimentiferans, Endosymbionts, Metagenome-assembled Genomes (MAGs), Lamellibrachia, Tubeworm Species",julie.reveillaud@supagro.inra.fr
Apple endophytic microbiota of different rootstock/scion combinations suggests a genotype-specific influence,"Jia Liu, Ahmed Abdelfattah, John Norelli, Erik Burchard, Leonardo Schena, Samir Droby and Michael Wisniewski",1/27/2018,High-throughput amplicon sequencing spanning conserved portions of microbial genomes (16s rRNA and ITS) was used in the present study to describe the endophytic microbiota associated with three apple varieties...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0403-x,"Jia Liu,Ahmed Abdelfattah,Michael Wisniewski","Apple, Endophytic microbiota, Holobiont, Rootstock, Scion cultivar","liu.jia1983@hotmail.com, ahmed.abdelfattah@unirc.it, michael.wisniewski@ars.usda.gov"
Combining 16S rRNA gene variable regions enables high-resolution microbial community profiling,"Garold Fuks, Michael Elgart, Amnon Amir, Amit Zeisel, Peter J. Turnbaugh, Yoav Soen and Noam Shental",1/26/2018,"Most of our knowledge about the remarkable microbial diversity on Earth comes from sequencing the 16S rRNA gene. The use of next-generation sequencing methods has increased sample number and sequencing depth, ...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0396-x,Noam Shental,"Microbial profiling, Microbiome, 16S rRNA gene, High resolution",shental@openu.ac.il
Integrated biogeography of planktonic and sedimentary bacterial communities in the Yangtze River,"Tang Liu, An Ni Zhang, Jiawen Wang, Shufeng Liu, Xiaotao Jiang, Chenyuan Dang, Tao Ma, Sitong Liu, Qian Chen, Shuguang Xie, Tong Zhang and Jinren Ni",1/19/2018,"Bacterial communities are essential to the biogeochemical cycle in riverine ecosystems. However, little is presently known about the integrated biogeography of planktonic and sedimentary bacterial communities ...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0388-x,"Tong Zhang,Jinren Ni","Integrity, Biogeography, Bacterial communities, Water, Sediment, Spatiotemporal distribution, Landforms, Dams, The Yangtze River","zhangt@hku.hk, jinrenni@pku.edu.cn"
ReprDB and panDB: minimalist databases with maximal microbial representation,"Wei Zhou, Nicole Gay and Julia Oh",1/18/2018,"Profiling of shotgun metagenomic samples is hindered by a lack of unified microbial reference genome databases that (i) assemble genomic information from all open access microbial genomes, (ii) have relatively...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0399-2,Julia Oh,"Reference database, Shotgun metagenomics, Pan-genome, Whole-genome alignment",Julia.Oh@jax.org
Cropping practices manipulate abundance patterns of root and soil microbiome members paving the way to smart farming,"Kyle Hartman, Marcel G. A. van der Heijden, Raphaël A. Wittwer, Samiran Banerjee, Jean-Claude Walser and Klaus Schlaeppi",1/16/2018,Harnessing beneficial microbes presents a promising strategy to optimize plant growth and agricultural sustainability. Little is known to which extent and how specifically soil and plant microbiomes can be man...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0389-9,Klaus Schlaeppi,"Soil and root microbiomes, Microbial co-occurrence, Network analysis, Cropping practices, Microbiota management, Smart farming",klaus.schlaeppi@agroscope.admin.ch
Multi-omics differentially classify disease state and treatment outcome in pediatric Crohn’s disease,"Gavin M. Douglas, Richard Hansen, Casey M. A. Jones, Katherine A. Dunn, André M. Comeau, Joseph P. Bielawski, Rachel Tayler, Emad M. El-Omar, Richard K. Russell, Georgina L. Hold, Morgan G. I. Langille and Johan Van Limbergen",1/15/2018,"Crohn’s disease (CD) has an unclear etiology, but there is growing evidence of a direct link with a dysbiotic microbiome. Many gut microbes have previously been associated with CD, but these have mainly been c...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0398-3,Morgan G. I. Langille,"Crohn’s disease, Treatment response, Machine learning, Microbiome, Treatment-naïve, Pediatric",morgan.g.i.langille@dal.ca
Fungi stabilize connectivity in the lung and skin microbial ecosystems,"Laura Tipton, Christian L. Müller, Zachary D. Kurtz, Laurence Huang, Eric Kleerup, Alison Morris, Richard Bonneau and Elodie Ghedin",1/15/2018,"No microbe exists in isolation, and few live in environments with only members of their own kingdom or domain. As microbiome studies become increasingly more interested in the interactions between microbes tha...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0393-0,Elodie Ghedin,"Cross-domain Associations, Single Network Domain, Mycobiome, Sparse Inverse Covariance Estimation, Operational Taxonomic Units (OTUs)",Elodie.Ghedin@nyu.edu
In-depth resistome analysis by targeted metagenomics,"Val F. Lanza, Fernando Baquero, José Luís Martínez, Ricardo Ramos-Ruíz, Bruno González-Zorn, Antoine Andremont, Antonio Sánchez-Valenzuela, Stanislav Dusko Ehrlich, Sean Kennedy, Etienne Ruppé, Willem van Schaik, Rob J. Willems, Fernando de la Cruz and Teresa M. Coque",1/15/2018,Antimicrobial resistance is a major global health challenge. Metagenomics allows analyzing the presence and dynamics of “resistomes” (the ensemble of genes encoding antimicrobial resistance in a given microbio...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0387-y,Teresa M. Coque,"Antimicrobial resistance, Resistome, Metagenomics, Differential abundance analysis, Targeted metagenomics",mariateresa.coque@salud.madrid.org
Haemophilus is overrepresented in the nasopharynx of infants hospitalized with RSV infection and associated with increased viral load and enhanced mucosal CXCL8 responses,"Thomas H. A. Ederveen, Gerben Ferwerda, Inge M. Ahout, Marloes Vissers, Ronald de Groot, Jos Boekhorst, Harro M. Timmerman, Martijn A. Huynen, Sacha A. F. T. van Hijum and Marien I. de Jonge",1/11/2018,"While almost all infants are infected with respiratory syncytial virus (RSV) before the age of 2 years, only a small percentage develops severe disease. Previous studies suggest that the nasopharyngeal microbi...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0395-y,Gerben Ferwerda,"Chemokine, Microbiome, Mucosal inflammation, RSV, Viral load",Gerben.Ferwerda@radboudumc.nl
Influenza A virus infection impacts systemic microbiota dynamics and causes quantitative enteric dysbiosis,"Soner Yildiz, Béryl Mazel-Sanchez, Matheswaran Kandasamy, Balaji Manicassamy and Mirco Schmolke",1/10/2018,"Microbiota integrity is essential for a growing number of physiological processes. Consequently, disruption of microbiota homeostasis correlates with a variety of pathological states. Importantly, commensal mi...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0386-z,Mirco Schmolke,"Microbiota Dynamics, Microbiota Composition, Bacterial Super-infection, Intestine Microbiota, Principle Coordinate Analysis (PCoA)",mirco.schmolke@unige.ch
“Available upon request”: not good enough for microbiome data!,"Morgan G. I. Langille, Jacques Ravel and W. Florian Fricke",1/10/2018,"Oral taxa are often found in the chronic obstructive pulmonary disease (COPD) lung microbiota, but it is not clear if this is due to a physiologic process such as aspiration or experimental contamination at th...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0394-z,W. Florian Fricke,"Open Data Access Policy, Microbiome Project, Microbiome Research, Journal Responsibilities, Software Scripts",w.florian.fricke@uni-hohenheim.de
The lung tissue microbiota of mild and moderate chronic obstructive pulmonary disease,"Alexa A. Pragman, Tianmeng Lyu, Joshua A. Baller, Trevor J. Gould, Rosemary F. Kelly, Cavan S. Reilly, Richard E. Isaacson and Chris H. Wendt",1/9/2018,"Many insects developing on nutritionally unbalanced diets have evolved symbiotic associations with vertically transmitted intracellular bacteria (endosymbionts) that provide them with metabolic components, the...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0381-4,Alexa A. Pragman,"RNA, Ribosomal, 16S, Emigration and immigration, Lung, Pulmonary disease, chronic obstructive, Microbiota, Streptococcus",alexa@umn.edu
An IMD-like pathway mediates both endosymbiont control and host immunity in the cereal weevil Sitophilus spp.,"Justin Maire, Carole Vincent-Monégat, Florent Masson, Anna Zaidman-Rémy and Abdelaziz Heddi",1/8/2018,Microorganisms have long been associated with oxic and anoxic degradation of hydrocarbons in oil reservoirs and oil production facilities. While we can readily determine the abundance of microorganisms in the ...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0397-9,Abdelaziz Heddi,"Endosymbiosis, Bacteriocyte, Antimicrobial peptide, Sitophilus, Innate immunity, Compartmentalization",abdelaziz.heddi@insa-lyon.fr
Metabolic capability and in situ activity of microorganisms in an oil reservoir,"Yi-Fan Liu, Daniela Domingos Galzerani, Serge Maurice Mbadinga, Livia S. Zaramela, Ji-Dong Gu, Bo-Zhong Mu and Karsten Zengler",1/5/2018,"In pigs, gut bacteria have been shown to play important roles in nutritional, physiological, and immunological processes in the host. However, the contribution of their metagenomes or part of them, which are n...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0392-1,"Bo-Zhong Mu,Karsten Zengler","Auxotrophy, Hydrocarbon degradation, Metagenomics and metatranscriptomics, Microbial community, Oil reservoir","bzmu@ecust.edu.cn, kzengler@ucsd.edu"
